District,State,Representative,Age_0_to_17_with_Pre-existing_Condition,Age_18_to_24_with_Pre-existing_Condition,Age_25_to_34_with_Pre-existing_Condition,Age_35_to_44_with_Pre-existing_Condition,Age_45_to_54_with_Pre-existing_Condition,Age_55_to_64_with_Pre-existing_Condition,Nonelderly_with_Pre-existing_Condition,Percent_of_Nonelderly_with_Pre-existing_Condition,Nonelderly_with_Pre_existing_Condition,rep_party_2012,GOP2012_percent,DEM2012_percent,GOP_margin_2012,winning_party_2012,rep_party_2014,GOP2014_percent,DEM2014_percent,GOP_margin_2014,open_seat_2014,winning_party_2014,rep_party_2016,GOP2016_percent,DEM2016_percent,GOP_margin_2016,winning_party_2016,rep_party_2018,GOP2018_percent,DEM2018_percent,GOP_margin_2018,winning_party_2018,COOK_PVI,Pct_white,Pct_black,Pct_latino,Pct_asian_and_pacific_islander,Pct_native_american,Pct_other_race,Percent_bach_degree ,Percent_whiteBA,median_income,Percent_noncollege_white,PRES_GOP_MARGIN_2016,PRES_GOP_MARGIN_2012,PRES_GOP_MARGIN_2008,CITYLAB_CDI
MN-5,Minnesota,Ilhan Omar,35900,27700,65000,56700,61200,58700,"305,100",50.0,305100,D,25.3,74.7,-49.4,D,D,,70.8,-70.8,,D,D,22.3,69.1,-46.8,D,DEM,21.8,78.2,-56.4,D,-26,75.5,13.3,3.3,4.1,1.0,2.7,44.5,53.1,59115,35.4,-55.24,-49.51,-48.94,Urban-suburban mix
MN-6,Minnesota,Tom Emmer,42400,23100,38900,53600,75600,66800,"300,500",50.0,300500,R,50.6,49.4,1.2,R,Open-Used to be GOP,,38.4,-38.4,,D,R,65.6,34.3,31.3,R,GOP,61.2,38.8,22.4,R,12,93.6,1.6,1.5,1.8,0.4,1.1,29.5,29.7,77049,65.8,25.67,14.95,11.47,Rural-suburban mix
MN-7,Minnesota,Collin Peterson,36900,22100,33600,40800,59600,72700,"265,600",51.0,265600,D,36.6,63.4,-26.8,D,D,,54.2,-54.2,,D,D,47.4,52.5,-5.1,D,DEM,47.9,52.1,-4.2,D,12,93.4,0.6,2.2,0.5,2.3,1.0,21.8,22.5,52620,72.4,30.76,9.73,3.24,Pure rural
MN-8,Minnesota,Pete Stauber,33600,21100,33700,41600,64600,75900,"270,600",52.0,270600,R,45.5,54.5,-9,D,D,,48.5,-48.5,,D,D,49.6,50.2,-0.6,D,GOP,54.8,45.2,9.6,R,4,94.0,0.9,1.1,0.5,2.2,1.3,23.0,23.5,53676,71.9,15.62,-5.48,-8.5,Pure rural
MS-1,Mississippi,Trent Kelly,43600,29600,39400,55500,68400,62900,"299,400",49.0,299400,R,62.1,37.9,24.2,R,R,,28.9,-28.9,,D,R,68.7,27.9,40.8,R,GOP,67.7,32.3,35.4,R,16,70.9,26.5,1.5,0.5,0.1,0.5,20.7,22.7,43194,54.8,32.96,24.86,25.88,Pure rural
MS-2,Mississippi,Bennie Thompson,44500,27500,42800,52800,56200,63000,"286,800",48.0,286800,D,31.6,68.4,-36.8,D,D,,67.7,-67.7,,D,D,29.1,67.1,-38.0,D,DEM,28.2,71.8,-43.6,D,-14,34.2,63.5,1.2,0.4,0.3,0.4,19.3,25.0,34392,25.7,-28.42,-33.34,-28.98,Pure rural
MS-3,Mississippi,Michael Guest,42000,28700,42900,55800,63900,69200,"302,300",50.0,302300,R,100.0,0,100,R,R,,27.9,-27.9,,D,R,66.2,30.4,35.8,R,GOP,63.7,36.3,27.4,R,13,63.0,34.0,1.1,0.6,0.8,0.5,25.9,31.5,45115,43.1,24.52,20.94,22.44,Pure rural
MS-4,Mississippi,St0 Palazzo,43700,28600,43700,55100,69200,67100,"307,400",50.0,307400,R,69.0,31,38,R,R,,24.3,-24.3,,D,R,65.0,27.8,37.2,R,GOP,70.7,29.3,41.4,R,21,73.0,22.3,2.3,1.1,0.3,1.0,21.1,23.5,45192,55.8,41.14,36.36,36.87,Rural-suburban mix
MO-1,Missouri,Lacy Clay,38900,28600,55600,53900,62800,67100,"306,800",50.0,306800,D,18.5,81.5,-63,D,D,,73,-73,,D,D,20.0,75.5,-55.5,D,DEM,19.9,80.1,-60.2,D,-29,46.8,47.8,1.8,1.7,0.2,1.8,31.8,43.4,45172,26.4,-58.19,-60.97,-61.68,Dense suburban
MO-2,Missouri,Ann Wagner,40100,20900,41600,52300,81900,91900,"328,700",53.0,328700,Open Post-Redistrict,61.8,38.2,23.6,R,R,,32.6,-32.6,,D,R,58.5,37.7,20.8,R,GOP,52.9,47.1,5.8,R,8,91.1,3.6,1.6,2.6,0.1,0.9,49.2,49.0,79724,46.4,10.28,15.7,6.24,Dense suburban
MO-3,Missouri,Blaine Luetkemeyer,43800,25800,42800,54200,77900,78800,"323,200",51.0,323200,R,65.9,34.1,31.8,R,R,,27.1,-27.1,,D,R,67.8,27.9,39.9,R,GOP,67.2,32.8,34.4,R,18,93.5,3.1,1.5,0.6,0.3,1.1,26.4,26.3,61929,68.9,39.02,25.94,13.03,Rural-suburban mix
MO-4,Missouri,Vicky Hartzler,40800,36200,44300,49600,66900,69800,"307,600",50.0,307600,R,63.0,37,26,R,R,,26.4,-26.4,,D,R,67.8,27.8,40.0,R,GOP,67.2,32.8,34.4,R,17,90.0,4.6,2.4,0.8,0.4,1.8,23.9,23.8,48065,68.5,35.95,24.83,14.6,Pure rural
MO-5,Missouri,Emanuel Cleaver,41200,25000,51700,53700,68200,73400,"313,200",50.0,313200,D,37.9,62.1,-24.2,D,D,,51.6,-51.6,,D,D,38.2,58.8,-20.6,D,DEM,38.4,61.6,-23.2,D,-7,70.7,21.0,4.9,1.4,0.4,1.6,28.2,32.5,48693,47.6,-13.48,-19.54,-25.23,Dense suburban
MO-6,Missouri,Sam Graves,43900,26700,42400,54300,75000,75100,"317,400",50.0,317400,R,66.7,33.3,33.4,R,R,,29.5,-29.5,,D,R,68.0,28.4,39.6,R,GOP,68.0,32.0,36.0,R,16,91.0,3.8,2.7,0.9,0.3,1.3,28.6,29.0,58532,64.5,31.44,22.13,12.19,Rural-suburban mix
MO-7,Missouri,Billy Long,42200,30800,44000,51600,66300,72000,"307,000",50.0,307000,R,67.4,32.6,34.8,R,R,,28.8,-28.8,,D,R,67.5,27.4,40.1,R,GOP,70.0,30.0,40.0,R,23,92.5,1.7,2.4,0.9,0.9,1.7,23.2,23.8,44619,70.5,45.68,37.21,27.77,Rural-suburban mix
MO-8,Missouri,Jason Smith,41300,24000,38400,47800,69200,71300,"291,900",50.0,291900,R,74.6,25.4,49.2,R,R,,24.3,-24.3,,D,R,74.4,22.7,51.7,R,GOP,75.0,25.0,50.0,R,24,92.6,4.3,1.2,0.2,0.5,1.2,15.0,15.3,40639,78.4,54.39,33.89,21.64,Pure rural
MT-AL,Montana,Greg Gianforte,54000,36700,58600,68300,92000,116400,"425,900",51.0,425900,Open Post-Redistrict,55.5,44.5,11,R,Open-Used to be GOP,,40.4,-40.4,,D,R,56.2,40.5,15.7,R,GOP,54.0,46.0,8.0,R,11,89.5,0.4,2.6,0.6,5.4,1.7,31.0,31.9,50027,60.9,20.53,13.66,2.38,Pure rural
NE-1,Nebraska,Jeff Fortenberry,37100,28900,37800,42800,54800,61800,"263,200",49.0,263200,R,68.3,31.7,36.6,R,R,,31.2,-31.2,,D,R,69.5,30.5,39.0,R,GOP,60.5,39.5,21.0,R,11,89.7,2.5,4.2,1.5,0.9,1.2,32.5,33.9,58537,59.3,21.23,16.67,10.1,Rural-suburban mix
NE-2,Nebraska,Don Bacon,41200,21200,46200,52700,58300,58300,"277,900",49.0,277900,R,50.8,49.2,1.6,R,R,,49,-49,,D,R,48.9,47.7,1.2,R,GOP,51.6,48.4,3.2,R,4,82.4,9.1,5.1,1.5,0.4,1.4,39.2,43.7,62621,46.4,2.25,7.09,-1.17,Dense suburban
NE-3,Nebraska,Adrian Smith,34100,21200,30500,39100,52300,65500,"242,700",51.0,242700,R,74.2,25.8,48.4,R,R,,24.6,-24.6,,D,R,100.0,0.0,100.0,R,GOP,76.7,23.3,53.4,R,27,91.2,0.8,6.0,0.5,0.6,0.9,22.2,23.9,50985,69.4,54.87,42.41,35.89,Pure rural
NV-1,Nevada,Dina Titus,38100,26300,46800,56100,71900,63300,"302,500",51.0,302500,D,33.2,66.8,-33.6,D,D,,56.8,-56.8,,D,D,28.8,61.9,-33.1,D,DEM,33.8,66.2,-32.4,D,-15,48.0,12.5,27.3,9.1,0.5,2.5,15.2,19.6,38000,38.5,-29.0,-33.24,-31.46,Urban-suburban mix
NV-2,Nevada,Mark Amodei,37000,22900,42100,48700,69200,74400,"294,300",52.0,294300,Open Post-Redistrict,61.4,38.6,22.8,R,R,,27.9,-27.9,,D,R,58.3,36.9,21.4,R,GOP,58.2,41.8,16.4,R,7,77.3,1.9,13.0,3.8,2.1,1.9,25.5,28.9,58214,54.9,12.37,8.06,-1.2,Rural-suburban mix
NV-3,Nevada,Susie Lee,39600,20700,52500,67400,73100,70200,"323,500",51.0,323500,Open Post-Redistrict,54.0,46,8,R,R,,36.1,-36.1,,D,Open-Used to be GOP,46.0,47.2,-1.2,D,DEM,48.1,51.9,-3.8,D,2,64.3,6.7,13.1,12.4,0.4,3.0,31.5,32.9,68396,43.1,1.0,-0.8,-8.95,Urban-suburban mix
NV-4,Nevada,Stu Horsford,44100,23100,46400,51800,67900,61600,"295,000",49.0,295000,Open Post-Redistrict,45.7,54.3,-8.6,D,D,,45.8,-45.8,,D,R,44.5,48.5,-4.0,D,DEM,48.0,52.0,-4.0,D,-3,56.9,15.3,18.1,5.9,0.9,2.9,20.4,24.6,55712,42.8,-4.94,-10.71,-14.97,Urban-suburban mix
NH-1,New Hampshire,Chris Pappas,31500,25600,35200,44900,75500,76300,"288,900",53.0,288900,R,48.0,52,-4,D,D,,48.1,-48.1,,D,R,44.4,45.8,-1.4,D,DEM,46.5,53.5,-7.0,D,2,94.4,0.9,2.2,1.3,0.1,1.1,37.2,37.4,71277,59.0,1.59,-1.61,-6.4,Rural-suburban mix
NH-2,New Hampshire,Annie Kuster,31100,22100,34800,44600,71500,79200,"283,300",53.0,283300,R,47.5,52.5,-5,D,D,,54.9,-54.9,,D,D,45.4,49.8,-4.4,D,DEM,44.4,55.6,-11.2,D,-2,94.4,0.9,2.2,1.3,0.2,1.1,35.9,35.6,70524,60.7,-2.4,-9.65,-12.9,Pure rural
NJ-1,New Jersey,Donald Norcross,40200,24200,45000,54400,75800,73200,"312,900",51.0,312900,D,30.5,69.5,-39,D,Open-Used to be Dem,,57.4,-57.4,,D,D,36.8,60.0,-23.2,D,DEM,35.7,64.3,-28.6,D,-13,69.6,16.3,9.1,3.8,0.1,1.2,30.4,33.4,68208,46.3,-24.46,-31.23,-30.47,Dense suburban
NJ-2,New Jersey,Jeff Van Drew,36500,22100,38900,49700,73300,78700,"299,200",52.0,299200,R,58.9,41.1,17.8,R,R,,37.3,-37.3,,D,R,59.2,37.2,22.0,R,DEM,47.7,52.3,-4.6,D,1,73.4,12.1,9.9,3.0,0.2,1.3,25.8,30.3,60756,51.1,4.62,-8.16,-7.63,Rural-suburban mix
NJ-3,New Jersey,Andy Kim,36000,22400,38200,49000,80400,81100,"307,100",53.0,307100,R,54.5,45.5,9,R,Open-Used to be GOP,,44.4,-44.4,,D,R,59.3,38.9,20.4,R,DEM,50.1,49.9,0.2,R,2,80.2,9.9,5.4,2.8,0.1,1.6,33.9,34.2,74537,52.7,6.19,-4.58,-3.45,Sparse suburban
NJ-4,New Jersey,Chris Smith,43100,21900,36000,48300,75200,79300,"303,900",51.0,303900,R,64.4,35.6,28.8,R,R,,31.1,-31.1,,D,R,63.7,33.5,30.2,R,GOP,57.0,43.0,14.0,R,8,83.6,6.2,5.9,3.4,0.0,0.9,39.6,42.1,78511,48.4,14.77,9.57,8.35,Sparse suburban
NJ-5,New Jersey,Josh Gottheimer,39700,22800,34800,54600,87800,83500,"323,200",53.0,323200,R,56.3,43.7,12.6,R,R,,43.3,-43.3,,D,R,46.7,51.1,-4.4,D,DEM,44.8,55.2,-10.4,D,3,76.7,4.7,10.2,7.5,0.1,0.7,47.7,48.1,100219,39.7,1.12,3.01,2.03,Dense suburban
NJ-6,New Jersey,Frank Pallone,39500,29900,49500,58000,81000,70100,"328,100",51.0,328100,D,35.8,64.2,-28.4,D,D,,59.9,-59.9,,D,D,34.9,63.7,-28.8,D,DEM,36.7,63.3,-26.6,D,-9,60.1,10.4,14.4,14.0,0.1,0.9,38.9,37.3,79229,37.6,-15.6,-24.04,-17.95,Dense suburban
NJ-7,New Jersey,Tom Malinowski,40900,21400,33300,54100,95600,86500,"331,800",53.0,331800,R,58.8,41.2,17.6,R,R,,38.8,-38.8,,D,R,54.1,43.1,11.0,R,DEM,48.5,51.5,-3.0,D,3,79.2,4.7,8.1,7.2,0.0,0.8,51.3,53.1,106896,37.1,-1.12,6.14,4.39,Sparse suburban
NJ-8,New Jersey,Albio Sires,40100,24600,70000,69900,74400,60600,"339,700",50.0,339700,D,19.5,80.5,-61,D,D,,77.4,-77.4,,D,D,18.5,77.0,-58.5,D,DEM,22.1,77.9,-55.8,D,-27,35.0,10.6,46.5,6.5,0.2,1.1,33.1,50.9,57391,16.9,-54.19,-57.5,-47.16,Pure urban
NJ-9,New Jersey,Bill Pascrell,40400,26300,46900,61500,76500,75300,"327,000",51.0,327000,D,25.3,74.7,-49.4,D,D,,68.5,-68.5,,D,D,28.0,69.7,-41.7,D,DEM,30.0,70.0,-40.0,D,-16,48.2,11.0,29.3,10.4,0.2,1.0,33.6,41.0,64964,28.3,-31.17,-37.57,-28.77,Pure urban
NJ-10,New Jersey,Donald Payne Jr.,41600,28800,53200,63200,75500,67100,"329,400",50.0,329400,D,10.8,89.2,-78.4,D,D,,85.4,-85.4,,D,D,11.9,85.7,-73.8,D,DEM,12.6,87.4,-74.8,D,-36,23.8,54.3,15.0,5.5,0.1,1.2,28.3,48.5,50100,12.1,-72.41,-76.39,-70.34,Pure urban
NJ-11,New Jersey,Mikie Sherrill,38600,22000,35600,52900,87900,82600,"319,600",53.0,319600,R,59.5,40.5,19,R,R,,37.4,-37.4,,D,R,58.0,38.9,19.1,R,DEM,43.8,56.2,-12.4,D,3,80.1,3.6,7.8,7.5,0.1,0.9,54.4,55.0,108260,36.0,0.88,5.78,5.12,Sparse suburban
NJ-12,New Jersey,Bonnie Watson Coleman,40200,24700,41100,61600,80100,76400,"324,100",52.0,324100,D,29.9,70.1,-40.2,D,D,,61,-61,,D,D,32.0,62.9,-30.9,D,DEM,31.5,68.5,-37.0,D,-16,58.3,18.4,10.3,11.9,0.1,1.0,45.5,49.1,85744,29.6,-33.24,-34.07,-32.41,Dense suburban
NM-1,New Mexico,Deb Haaland,35400,24800,45200,48600,63500,70500,"288,100",51.0,288100,Open Post-Redistrict,40.8,59.2,-18.4,D,D,,58.6,-58.6,,D,D,34.9,65.1,-30.2,D,DEM,41.0,59.0,-18.0,D,-7,48.3,2.5,41.9,1.9,3.9,1.5,32.9,46.6,49570,25.6,-16.52,-15.65,-20.71,Dense suburban
NM-2,New Mexico,Xochitl Torres Small,43100,28500,38800,46500,55400,63000,"275,300",48.0,275300,R,59.1,40.9,18.2,R,R,,35.5,-35.5,,D,R,62.7,37.2,25.5,R,DEM,49.3,50.7,-1.4,D,6,46.1,1.8,45.2,0.6,5.3,1.0,21.0,30.5,41797,31.9,10.19,6.83,1.76,Rural-suburban mix
NM-3,New Mexico,Ben R. Lujan,40400,23200,38800,46100,62200,69500,"280,100",50.0,280100,D,36.9,63.1,-26.2,D,D,,61.5,-61.5,,D,D,37.6,62.4,-24.8,D,DEM,36.7,63.3,-26.6,D,-8,43.7,1.4,35.9,0.9,16.9,1.2,27.2,42.7,49210,24.9,-15.16,-18.85,-23.71,Pure rural
NY-1,New York,Lee Zeldin,36700,25900,34200,52600,83600,77100,"310,000",53.0,310000,D,47.5,52.5,-5,D,D,,45.5,-45.5,,D,R,58.9,41.0,17.9,R,GOP,53.6,46.4,7.2,R,5,82.9,4.5,8.8,2.8,0.2,0.8,34.1,36.2,90435,52.8,12.29,-0.54,-3.72,Sparse suburban
NY-2,New York,Peter King,36700,26300,43000,50100,84500,74100,"314,600",52.0,314600,R,58.6,41.4,17.2,R,R,,30,-30,,D,R,62.4,37.5,24.9,R,GOP,53.3,46.7,6.6,R,3,72.5,9.2,14.6,2.6,0.1,1.0,31.2,35.4,93362,46.7,9.01,-4.41,-3.37,Dense suburban
NY-3,New York,Tom Suozzi,37200,20200,32400,48600,83200,85500,"307,100",53.0,307100,D,41.8,58.2,-16.4,D,D,,54.8,-54.8,,D,Open-Used to be Dem,47.2,52.8,-5.6,D,DEM,41.6,58.4,-16.8,D,-1,76.8,2.9,7.3,12.1,0.1,0.8,51.6,53.3,111504,35.8,-6.18,-2.56,-7.88,Dense suburban
NY-4,New York,Kathleen Rice,39100,24100,40300,53500,74300,77000,"308,200",52.0,308200,D,34.3,65.7,-31.4,D,Open-Used to be Dem,,52.8,-52.8,,D,D,40.4,59.5,-19.1,D,DEM,39.0,61.0,-22.0,D,-4,66.6,14.4,12.4,5.6,0.1,0.9,42.5,48.9,100178,33.9,-9.61,-13.55,-11.4,Urban-suburban mix
NY-5,New York,Gregory Meeks,41700,28900,54100,56100,81200,80100,"342,100",51.0,342100,D,9.6,90.4,-80.8,D,D,,94.9,-94.9,,D,D,13.0,85.4,-72.4,D,DEM,0.0,100.0,-100.0,D,-37,14.3,53.2,16.3,13.9,0.4,1.8,25.5,36.9,66529,8.4,-73.03,-81.49,-72.54,Pure urban
NY-6,New York,Grace Meng,34800,20000,51300,62800,78600,77200,"324,700",53.0,324700,D,31.3,68.7,-37.4,D,D,,98.9,-98.9,,D,D,26.7,72.1,-45.4,D,DEM,9.2,90.8,-81.6,D,-16,44.5,4.4,17.9,31.7,0.2,1.4,35.9,43.1,61956,25.2,-33.04,-36.77,-27.7,Pure urban
NY-7,New York,Nydia Velazquez,43300,27000,66300,66800,62800,53300,"319,500",49.0,319500,D,0.0,100,-100,D,D,,88.7,-88.7,,D,D,9.2,90.7,-81.5,D,DEM,6.6,93.4,-86.8,D,-38,35.4,9.9,37.2,16.1,0.2,1.3,33.7,62.4,55207,13.2,-76.52,-78.01,-69.44,Pure urban
NY-8,New York,Hakeem Jeffries,40500,27700,59900,56500,72700,72000,"329,300",50.0,329300,Open Post-Redistrict,8.8,91.2,-82.4,D,D,,92,-92,,D,D,0.0,93.2,-93.2,D,DEM,5.9,94.1,-88.2,D,-36,26.9,52.5,15.0,4.3,0.2,1.2,33.7,54.9,51634,12.1,-71.13,-79.11,-72.4,Pure urban
NY-9,New York,Yvette Clarke,40600,24600,58700,61400,72800,68400,"326,500",51.0,326500,D,11.5,88.5,-77,D,D,,89.3,-89.3,,D,D,0.0,92.3,-92.3,D,DEM,10.7,89.3,-78.6,D,-34,35.2,47.7,9.8,5.8,0.2,1.2,37.5,62.0,54895,13.3,-69.04,-71.44,-68.67,Pure urban
NY-10,New York,Jerrold Nadler,33000,23600,67400,61900,62800,64200,"312,800",51.0,312800,D,19.2,80.8,-61.6,D,D,,87.4,-87.4,,D,D,21.9,78.0,-56.1,D,DEM,18.8,81.2,-62.4,D,-26,69.0,4.2,10.7,14.7,0.2,1.3,60.3,71.1,85756,19.8,-59.53,-48.62,-52.23,Pure urban
NY-11,New York,Max Rose,37100,21500,49100,54400,72000,73800,"308,000",52.0,308000,R,52.7,47.3,5.4,R,R,,42.1,-42.1,,D,R,61.5,36.7,24.8,R,DEM,47.2,52.8,-5.6,D,3,68.1,6.7,12.9,11.2,0.1,1.0,34.4,37.8,71072,42.3,9.83,-4.27,2.62,Pure urban
NY-12,New York,Carolyn Maloney,20900,23600,87000,69800,66200,59800,"327,300",53.0,327300,D,19.4,80.6,-61.2,D,D,,79.9,-79.9,,D,D,16.8,83.1,-66.3,D,DEM,13.8,86.2,-72.4,D,-31,71.1,4.6,11.9,10.5,0.1,1.7,72.2,80.3,100281,14.0,-69.8,-55.42,-61.28,Pure urban
NY-13,New York,Adriano Espaillat,39500,28700,75200,59600,73300,66300,"342,600",50.0,342600,D,6.5,93.5,-87,D,D,,87.3,-87.3,,D,Open-Used to be Dem,6.9,88.6,-81.7,D,DEM,5.4,94.6,-89.2,D,-43,17.4,29.4,47.5,4.0,0.2,1.6,31.0,71.7,41103,4.9,-86.85,-90.08,-87.18,Pure urban
NY-14,New York,Alexandria Ocasio-Cortez,35400,24400,56200,65900,70800,62400,"315,100",51.0,315100,D,15.3,84.7,-69.4,D,D,,88,-88,,D,D,17.1,82.8,-65.7,D,DEM,22.0,78.0,-56.0,D,-29,31.8,12.4,39.9,14.6,0.2,1.1,25.6,39.5,53512,19.1,-57.89,-62.4,-52.83,Pure urban
NY-15,New York,Jose E. Serrano,50900,33600,56800,52900,69500,51500,"315,200",47.0,315200,D,2.8,97.2,-94.4,D,D,,97.1,-97.1,,D,D,3.5,95.2,-91.7,D,DEM,4.0,96.0,-92.0,D,-44,3.5,31.7,61.9,1.8,0.3,0.7,12.4,27.7,29234,2.5,-88.87,-93.75,-89.36,Pure urban
NY-16,New York,Eliot Engel,40800,25600,39600,58600,77700,70200,"312,500",51.0,312500,D,23.1,76.9,-53.8,D,D,,99.3,-99.3,,D,D,0.0,94.4,-94.4,D,DEM,0.0,100.0,-100.0,D,-24,43.1,31.2,20.0,4.4,0.2,1.0,40.6,57.5,69086,18.2,-52.65,-48.16,-46.52,Pure urban
NY-17,New York,Nita Lowey,43100,24800,39700,51400,77500,78200,"314,800",51.0,314800,D,34.9,65.1,-30.2,D,D,,56.4,-56.4,,D,D,0.0,99.1,-99.1,D,DEM,12.1,87.9,-75.8,D,-7,69.8,10.3,13.4,5.2,0.1,1.1,44.5,52.2,94451,33.3,-20.14,-15.23,-16.82,Sparse suburban
NY-18,New York,Sean Patrick Maloney,40400,27600,35200,49600,80300,72500,"305,600",51.0,305600,R,48.1,51.9,-3.8,D,D,,49.7,-49.7,,D,D,44.4,55.6,-11.2,D,DEM,44.9,55.1,-10.2,D,1,75.5,8.7,11.9,2.4,0.2,1.3,35.7,39.1,80493,45.8,1.92,-4.29,-5.22,Rural-suburban mix
NY-19,New York,Antonio Delgado,32400,26100,33800,44600,75300,81700,"294,000",53.0,294000,R,52.8,47.2,5.6,R,R,,35.5,-35.5,,D,Open-Used to be GOP,54.2,45.7,8.5,R,DEM,49.8,50.2,-0.4,D,2,88.8,3.8,5.0,1.1,0.1,1.2,29.2,30.1,59619,62.0,6.81,-6.26,-7.67,Pure rural
NY-20,New York,Paul Tonko,34500,32100,43800,49800,69800,74800,"304,700",51.0,304700,D,31.6,68.4,-36.8,D,D,,61.2,-61.2,,D,D,32.1,67.9,-35.8,D,DEM,33.9,66.1,-32.2,D,-7,82.9,8.2,4.6,2.7,0.1,1.4,38.7,41.1,64226,48.7,-13.48,-20.39,-18.47,Sparse suburban
NY-21,New York,Elise Stefanik,35400,27200,39200,47400,72600,73500,"295,300",52.0,295300,D,49.0,51,-2,D,D,,33.8,-33.8,,D,R,65.3,30.1,35.2,R,GOP,58.2,41.8,16.4,R,4,91.9,3.1,2.7,0.6,0.8,1.0,23.2,23.6,52350,70.1,13.86,-6.18,-4.93,Pure rural
NY-22,New York,Anthony Brindisi,35000,30200,36800,42900,70100,74100,"289,000",51.0,289000,R,60.7,39.3,21.4,R,R,,0,0,,D,Open-Used to be GOP,46.5,41.0,5.5,R,DEM,49.7,50.3,-0.6,D,6,91.3,3.3,2.7,1.4,0.2,1.0,26.0,26.5,52967,67.0,15.48,0.48,0.05,Rural-suburban mix
NY-23,New York,Tom Reed,34200,33200,37200,42400,66900,75700,"289,400",51.0,289400,R,51.9,48.1,3.8,R,R,,38.3,-38.3,,D,R,57.6,42.4,15.2,R,GOP,55.0,45.0,10.0,R,6,91.6,2.8,2.9,1.2,0.5,1.1,26.1,25.7,48730,68.0,14.88,1.21,-0.82,Pure rural
NY-24,New York,John Katko,36200,27200,41000,45200,71200,75800,"296,600",52.0,296600,R,47.0,53,-6,D,D,,40.3,-40.3,,D,R,60.5,39.4,21.1,R,GOP,53.1,46.9,6.2,R,-3,86.8,7.0,3.1,1.3,0.5,1.3,30.3,31.4,56388,59.5,-3.65,-15.96,-14.17,Rural-suburban mix
NY-25,New York,Joe Morelle,36400,27900,45700,47000,69300,73300,"299,500",51.0,299500,D,42.6,57.4,-14.8,D,D,,50.2,-50.2,,D,D,43.8,56.1,-12.3,D,DEM,41.4,58.6,-17.2,D,-8,76.4,13.5,6.5,2.1,0.2,1.3,37.3,42.9,53723,43.5,-16.37,-19.36,-18.87,Sparse suburban
NY-26,New York,Brian Higgins,36300,28200,48800,42500,61800,71200,"288,700",50.0,288700,D,25.2,74.8,-49.6,D,D,,68.1,-68.1,,D,D,25.4,74.6,-49.2,D,DEM,26.9,73.1,-46.2,D,-11,75.5,16.5,4.7,1.7,0.3,1.2,30.8,34.1,47358,49.7,-19.64,-29.64,-28.42,Urban-suburban mix
NY-27,New York,Chris Collins,33800,22700,35100,47700,81600,84800,"305,600",54.0,305600,D,50.8,49.2,1.6,R,R,,28.9,-28.9,,D,R,67.2,32.8,34.4,R,GOP,51.6,48.4,3.2,R,11,93.6,2.5,1.9,0.8,0.6,0.7,30.7,31.0,62698,64.5,24.44,12.4,9.45,Pure rural
NC-1,North Carolina,G.K. Butterfield,39200,28900,46400,52800,66400,63700,"297,500",50.0,297500,D,,Redrawn,,D,D,,Redrawn,,,D,D,29.0,68.6,-39.6,D,DEM,30.2,69.8,-39.6,D,-17,47.8,46.1,2.6,1.3,0.7,1.4,27.7,37.7,40895,29.7,-37.07,-36.87,-35.23,Rural-suburban mix
NC-2,North Carolina,George Holding,47000,24400,47800,64100,73300,58500,"315,100",49.0,315100,R,,Redrawn,,D,R,,Redrawn,,,D,R,56.7,43.3,13.4,R,GOP,54.3,45.7,8.6,R,7,72.2,20.5,4.1,1.4,0.5,1.3,36.2,40.5,65792,42.9,9.65,12.96,9.54,Rural-suburban mix
NC-3,North Carolina,Walter Jones,39800,45300,45900,47300,60900,59900,"299,000",48.0,299000,R,,Redrawn,,D,R,,Redrawn,,,D,R,67.2,32.8,34.4,R,DEM,100.0,0.0,100.0,R,12,72.2,20.6,4.3,1.0,0.4,1.6,22.8,25.9,47565,53.4,23.68,17.92,14.34,Pure rural
NC-4,North Carolina,David Price,45700,27600,51900,66400,74300,56300,"322,100",49.0,322100,D,,Redrawn,,D,D,,Redrawn,,,D,D,31.8,68.2,-36.4,D,DEM,27.7,72.3,-44.6,D,-17,66.0,23.3,3.9,4.9,0.4,1.6,54.5,63.9,70587,23.8,-40.03,-30.3,-32.54,Sparse suburban
NC-5,North Carolina,Virginia Foxx,38800,27800,38800,52300,69500,64200,"291,300",50.0,291300,R,,Redrawn,,D,R,,Redrawn,,,D,R,58.4,41.6,16.8,R,GOP,57.2,42.8,14.4,R,10,80.3,14.4,3.1,0.9,0.3,0.9,26.3,27.7,45001,58.0,17.59,14.21,9.57,Rural-suburban mix
NC-6,North Carolina,Mark Walker,40400,24000,39200,54300,71200,64900,"293,900",50.0,293900,R,,Redrawn,,D,Open-Used to be GOP,,Redrawn,,,D,R,59.2,40.8,18.4,R,GOP,56.6,43.4,13.2,R,9,73.8,20.6,3.1,1.0,0.4,1.1,24.6,28.3,47335,52.8,14.68,12.76,8.52,Rural-suburban mix
NC-7,North Carolina,David Rouzer,39700,28900,41900,53900,67500,67900,"299,700",50.0,299700,D,,Redrawn,,D,Open-Used to be Dem,,Redrawn,,,D,R,60.9,39.1,21.8,R,GOP,57.3,42.7,14.6,R,9,74.7,20.0,2.8,0.6,0.7,1.2,24.9,29.7,45002,52.4,17.7,12.64,9.9,Pure rural
